gameNumber,gameName,price,topprize,overallodds,topprizestarting,topprizeremain,topprizeavail,gameURL,gamePhoto,dateexported,startDate,extrachances,secondChance,lastdatetoclaim
1620,20X THE CASH,1.0,100000,4.57,10.0,4.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1620,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/x-the-cash-2026/fl-1619-10x-the-cash-teaser@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1619,10X THE CASH,1.0,10000,4.66,32.0,21.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1619,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/x-the-cash-2026/fl-1619-10x-the-cash-teaser@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1618,DOUBLE DIAMOND CASHWORD,2.0,2000000,3.24,4.0,3.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1618,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/double-diamond-cashword/fl-1618-DOUBLE-DIAMOND-CASHWORD-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1617,BONUS BOX BINGO,150.0,150000,4.17,4.0,2.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1617,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/bonus-box-bingo/fl-1617-BONUS-BOX-BINGO-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1616,LOTERIA,150.0,150000,3.98,6.0,4.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1616,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/loteria™/fl-1616-LOTERIA™-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1615,HAPPY NEW YEAR 2026,50.0,50000,4.36,6.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1615,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/happy-new-year-2026/fl-1615-HAPPY-NEW-YEAR-2026-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1614,WIN IT ALL!,50.0,50000,4.41,6.0,0.0,No,https://floridalottery.com/games/scratch-offs/view?id=1614,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/win-it-all-2025/fl-1614-win-it-all-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1613,"$1,000,000 HOLIDAY CA$H",1.0,1000000,2.68,4.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1613,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-cash/fl-1609-$10000-HOLIDAY-CASH-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1612,"$500,000 HOLIDAY CA$H",500.0,500000,3.46,4.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1612,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-cash/fl-1609-$10000-HOLIDAY-CASH-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1611,"$250,000 HOLIDAY CA$H",250.0,250000,3.67,4.0,2.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1611,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-cash/fl-1609-$10000-HOLIDAY-CASH-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1610,"$50,000 HOLIDAY CA$H",50.0,50000,4.48,4.0,0.0,No,https://floridalottery.com/games/scratch-offs/view?id=1610,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-cash/fl-1609-$10000-HOLIDAY-CASH-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1609,"$10,000 HOLIDAY CA$H",10.0,10000,4.83,4.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1609,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-cash/fl-1609-$10000-HOLIDAY-CASH-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1608,$15MM DIAMOND SPECTACULAR,15.0,15000000,2.61,2.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1608,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/diamond-spectacular/fl-1608-$15000000-DIAMOND-SPECTACULAR-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1607,"$50, $100 & $500 BLOWOUT",50.0,500,8.89,33725.0,16317.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1607,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/blowout/fl-1607-$50-$100-$500-BLOWOUT-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1606,BREAK THE BANK,1.0,1000000,3.94,4.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1606,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/break-the-bank/fl-1606-BREAK-THE-BANK-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1605,"$150,000 CROSSWORD BONUS",150.0,150000,3.91,8.0,5.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1605,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/crossword-bonus/fl-1605-$150000-CROSSWORD-BONUS-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1604,"$500,000 CASH BLOWOUT!",500.0,500000,4.08,100.0,59.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1604,"https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/$500,000-cash-blowout/fl-1604-$500000-cash-blowout-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg",2026-04-22,,No,No,
1602,"$10,000 A WEEK FOR LIFE",10.0,100000,2.96,6.0,2.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1602,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/week-for-life/fl-1579-$5000-2025-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1601,"$5,000 A WEEK FOR LIFE",5.0,20000,3.3,50.0,16.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1601,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/week-for-life/fl-1579-$5000-2025-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1600,"$2,500 A WEEK FOR LIFE",2.0,10000,3.96,80.0,24.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1600,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/week-for-life/fl-1579-$5000-2025-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1599,"$1,000 A WEEK FOR LIFE",1.0,5000,4.19,48.0,8.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1599,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/week-for-life/fl-1579-$5000-2025-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1598,$500 A WEEK FOR LIFE,500.0,1000,4.83,28.0,4.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1598,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/week-for-life/fl-1579-$5000-2025-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1597,SCORCHING HOT 7s,2.0,2000000,3.39,4.0,2.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1597,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/scorching-hot-7s/fl-1597-scorching-hot-7s-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1596,GUY HARVEY $1M FLORIDA BIG BILLS,1.0,1000000,3.99,3.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1596,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/florida-big-bills/fl-1596-guy-havey-threetickets@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1594,"$5,000,000 CA$H MONEY",5.0,5000000,2.93,4.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1594,"https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/$5,000,000-cash-money/fl-1594-$5000000-cash-money-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg",2026-04-22,,No,No,
1593,MONEY MATCH,1.0,1000000,3.85,4.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1593,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/money-match/fl-1593-money-match-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1591,ADD IT UP,50.0,50000,3.97,8.0,3.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1591,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/add-it-up/fl-1591-add-it-up-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1590,$25MM GOLD RUSH MULTIPLIER,25.0,25000000,4.09,2.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1590,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-multiplier/fl-1583-$10000-gold-rush-multiplier-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1588,5 TIMES LUCKY,1.0,1000000,3.9,4.0,0.0,No,https://floridalottery.com/games/scratch-offs/view?id=1588,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/times-lucky/fl-1588-5-times-lucky-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1587,QUICK $100S,100.0,50000,4.86,4.0,2.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1587,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/quick-$100/fl-1587-quick-$100s-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1586,$2MM GOLD RUSH MULTIPLIER,2.0,2000000,3.41,5.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1586,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-multiplier/fl-1583-$10000-gold-rush-multiplier-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1584,$100K GOLD RUSH MULTIPLIER,100.0,100000,4.54,10.0,0.0,No,https://floridalottery.com/games/scratch-offs/view?id=1584,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-multiplier/fl-1583-$10000-gold-rush-multiplier-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1583,$10K GOLD RUSH MULTIPLIER,10.0,10000,4.65,64.0,28.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1583,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-multiplier/fl-1583-$10000-gold-rush-multiplier-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1582,ULTIMATE VIP CASHWORD,2.0,2000000,3.37,8.0,0.0,No,https://floridalottery.com/games/scratch-offs/view?id=1582,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/ultimate-vip-cashword/fl-1582-$2000000-vip-ca$hword-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1581,PLATINUM MINE 9X,5.0,1000000,3.93,4.0,0.0,No,https://floridalottery.com/games/scratch-offs/view?id=1581,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/platinum-mine-9x/fl-1581-platinum-mine-9X-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1580,LOTERIA,50.0,50000,4.633,7.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1580,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/loteria-2025/fl-1580-loteria-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1578,"$500,000 HOLIDAY BLOWOUT",500.0,500000,3.45,6.0,2.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1578,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-blowout/fl-1578-$500000-holiday-blowout-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1575,"$5,000 HOLIDAY BLOWOUT",5.0,5000,4.91,16.0,3.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1575,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/holiday-blowout/fl-1575-$5000-holiday-blowout-ticket@2x.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1574,$15MM GOLD RUSH MULTIPLIER,1.0,15000000,2.6,4.0,0.0,No,https://floridalottery.com/games/scratch-offs/view?id=1574,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-multiplier/fl-1583-$10000-gold-rush-multiplier-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1572,TRIPLE JACKPOT,2.0,2000000,3.49,4.0,0.0,No,https://floridalottery.com/games/scratch-offs/view?id=1572,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/triple-jackpot/fl-1572-triple-jackpot-ticket-upload.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1569,$20 MONOPOLY™ SECRET VAULT,1.0,5000000,2.95,4.0,0.0,No,https://floridalottery.com/games/scratch-offs/view?id=1569,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/monopoly-secret-vault/fl-1565-monopoly-secret-vault-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1568,$10 MONOPOLY™ SECRET VAULT,1.0,2000000,3.41,4.0,0.0,No,https://floridalottery.com/games/scratch-offs/view?id=1568,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/monopoly-secret-vault/fl-1565-monopoly-secret-vault-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1567,$5 MONOPOLY™ SECRET VAULT,1.0,1000000,3.95,6.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1567,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/monopoly-secret-vault/fl-1565-monopoly-secret-vault-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1566,$2 MONOPOLY™ SECRET VAULT,1.0,100000,4.38,8.0,2.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1566,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/monopoly-secret-vault/fl-1565-monopoly-secret-vault-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1562,GOLD RUSH LEGACY,20.0,10000000,2.97,4.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1562,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/gold-rush-legacy/fl-1562-gold-rush-legacy-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1557,BONUS LETTER CROSSWORD,1.0,1000000,4.0,10.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1557,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/bonus-letter-crossword/fl-1557-bonus-letter-crossword-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1556,LUCKY GREEN,50.0,50000,4.45,8.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1556,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/lucky-green/fl-1556-lucky-green-ticket.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1555,500X THE CASH,2.0,25000000,4.23,2.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1555,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/x-the-cash-2024/fl-1552-20x-the-cash-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1554,100X THE CASH,2.0,2000000,3.49,10.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1554,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/x-the-cash-2024/fl-1552-20x-the-cash-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1553,50X THE CASH,2.0,1000000,3.96,14.0,4.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1553,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/x-the-cash-2024/fl-1552-20x-the-cash-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1552,20X THE CASH,2.0,100000,4.68,14.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1552,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/x-the-cash-2024/fl-1552-20x-the-cash-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1549,BINGO NIGHT,3.0,150000,4.21,6.0,0.0,No,https://floridalottery.com/games/scratch-offs/view?id=1549,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/bingo-night/fl-1549-bingo-night-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1545,"$50,000 TRIPLE MATCH",50.0,50000,4.41,6.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1545,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/triple-match/fl-1544-triple-match-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1543,$5MM TRIPLE MATCH,5.0,5000000,2.85,8.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1543,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/triple-match/fl-1544-triple-match-teaser.webp/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1542,HIT AND WIN!,500.0,500000,4.07,10.0,4.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1542,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/hit-and-win/fl-1542-hit-and-win-ticket.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1539,$5M CROSSWORD CASH,5.0,5000000,2.9,6.0,1.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1539,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/crossword-cash/fl-1499-crossword-cash-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
1533,$50K A YR FOR LIFE,50.0,50000,4.43,8.0,2.0,Yes,https://floridalottery.com/games/scratch-offs/view?id=1533,https://floridalottery.com/content/dam/flalottery-web/images/games/scratch-offs/year-for-life/fl-1533-$50000-a-year-for-life-teaser.png/jcr:content/renditions/cq5dam.web.1280.1280.jpeg,2026-04-22,,No,No,
