,price,gameNumber,topprize,overallodds,topprizeavail,extrachances,secondChance,startDate,endDate,lastdatetoclaim,dateexported,gameURL,gamePhoto_x,gameName,Winning Tickets At Start,Winning Tickets Unclaimed,topprizestarting,topprizeremain,gamePhoto_y,Total at start,Total remaining,Non-prize at start,Non-prize remaining,topprizeodds,Current Odds of Top Prize,Change in Current Odds of Top Prize,Current Odds of Any Prize,Change in Current Odds of Any Prize,Odds of Profit Prize,Starting Odds of Profit Prize,Change in Odds of Profit Prize,Probability of Winning Any Prize,Starting Probability of Winning Any Prize,Change in Probability of Any Prize,Probability of Winning Profit Prize,Starting Probability of Winning Profit Prize,Change in Probability of Profit Prize,StdDev of All Prizes,StdDev of Profit Prizes,Odds of Any Prize + 3 StdDevs,Odds of Profit Prize + 3 StdDevs,Max Tickets to Buy,Expected Value of Any Prize (as % of cost),Change in Expected Value of Any Prize,Expected Value of Profit Prize (as % of cost),Change in Expected Value of Profit Prize,Percent of Prizes Remaining,Percent of Profit Prizes Remaining,Ratio of Decline in Prizes to Decline in Losing Ticket,Photo,FAQ,About,Directory,Data Date,Days Since Start,Rank by Best Probability of Winning Any Prize,Rank by Best Probability of Winning Profit Prize,Rank by Least Expected Losses,Rank by Most Available Prizes,Rank by Best Change in Probabilities,Rank Average,Overall Rank,Rank by Cost,Stats Page
10,50.0,350,3000000,2.56,,Yes,Yes,"Oct. 14, 2024",,"April 24, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/3-million-fortune-2845/,https://static.coloradolottery.com/media/cache/2d/f1/2df1fec262e377a7409bce9663cfd423.jpg,$3 Million Fortune➞,469629,469629,2,2,https://static.coloradolottery.com/media/cache/2d/f1/2df1fec262e377a7409bce9663cfd423.jpg,1202250.24,1202250.24,732621.24,732621.24,601125.12,601125.12,0.0,2.56,-1.9962566200765197e-07,4.74,4.740191381900335,0.0,0.39062507797878976,0.39062507797878976,0.0,0.21096194635059265,0.21096194635059265,0.0,0.05918716857196771,0.036777870833080414,5.6317837809692595,9.0630973070671,6.0,0.41,0.0,0.406388854231649,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/2d/f1/2df1fec262e377a7409bce9663cfd423.jpg,,,,2026-04-18,551,71.33333333333333,94.33333333333333,66.0,,97.83333333333333,82.375,14.0,1.0,/colorado-statistics-for-each-scratcher-game
11,10.0,409,250000,3.39,,Yes,Yes,"Feb. 16, 2026",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/ultimate-dash-shopping-spree-2914/,https://static.coloradolottery.com/media/cache/6b/db/6bdbb0db880a11884e9b8a2acd267d5f.jpg,ULTIMATE DASH® Shopping Spree➞,212497,212497,3,3,https://static.coloradolottery.com/media/cache/6b/db/6bdbb0db880a11884e9b8a2acd267d5f.jpg,720364.8300000001,720364.8300000001,507867.8300000001,507867.8300000001,240121.61000000002,240121.61000000002,0.0,3.39,-1.1521939515229869e-06,7.79,7.787971501778436,0.0,0.29498559061807644,0.29498559061807644,0.0,0.128403140634457,0.128403140634457,0.0,0.04737627222943034,0.02023509779900104,7.035637908963725,16.47009483352783,9.0,0.41,0.0,0.41468341005380616,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/6b/db/6bdbb0db880a11884e9b8a2acd267d5f.jpg,,,,2026-04-18,61,101.66666666666667,117.0,73.0,,93.0,96.16666666666667,58.0,7.0,/colorado-statistics-for-each-scratcher-game
12,2.0,413,20000,4.17,,Yes,Yes,"March 30, 2026",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/20x-2920/,https://static.coloradolottery.com/media/cache/df/64/df6434af6d125e9ba352f0af428ff6ba.jpg,20X➞,345738,345738,3,3,https://static.coloradolottery.com/media/cache/df/64/df6434af6d125e9ba352f0af428ff6ba.jpg,1441727.46,1441727.46,1095989.46,1095989.46,480575.82,480575.82,0.0,4.17,-3.190616900446498e-07,11.11,11.11260386317039,0.0,0.23980822999083737,0.23980822999083737,0.0,0.08998791033253868,0.08998791033253868,0.0,0.04071371193845399,0.01041860463907205,8.187056010098,31.98615970724863,13.0,0.38,0.0,0.3794490912634639,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/df/64/df6434af6d125e9ba352f0af428ff6ba.jpg,,,,2026-04-18,19,111.0,131.0,31.0,,82.83333333333333,88.95833333333333,28.0,6.0,/colorado-statistics-for-each-scratcher-game
13,1.0,401,10000,4.73,,Yes,Yes,"Jan. 5, 2026",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/amethyst-6s-2905/,https://static.coloradolottery.com/media/cache/ef/4f/ef4f02a552f0280404518ec7c1019968.jpg,AMETHYST 6s➞,760670,760670,4,4,https://static.coloradolottery.com/media/cache/ef/4f/ef4f02a552f0280404518ec7c1019968.jpg,3597969.1,3597969.1,2837299.1,2837299.1,899492.275,899492.275,0.0,4.73,-2.779345727021916e-08,9.26,9.257130727866828,0.0,0.21141649636225326,0.21141649636225326,0.0,0.10802483289878262,0.10802483289878262,0.0,0.030573798892125928,0.01314093258240581,10.902425209107003,25.364377916399345,11.0,0.39,0.0,0.38892219471596334,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/ef/4f/ef4f02a552f0280404518ec7c1019968.jpg,,,,2026-04-18,103,128.66666666666666,129.66666666666666,46.0,,98.33333333333333,100.66666666666666,86.0,8.0,/colorado-statistics-for-each-scratcher-game
14,20.0,410,1000000,2.83,,Yes,Yes,"Feb. 16, 2026",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/triple-red-777-2913/,https://static.coloradolottery.com/media/cache/2c/31/2c31314577b991e96f79b2643d3b7784.jpg,TRIPLE RED 777➞,339377,339377,2,2,https://static.coloradolottery.com/media/cache/2c/31/2c31314577b991e96f79b2643d3b7784.jpg,960436.91,960436.91,621059.91,621059.91,480218.455,480218.455,0.0,2.83,-9.474854521692992e-07,3.49,3.48771320771161,0.0,0.3533572252601943,0.3533572252601943,0.0,0.28672082262639054,0.28672082262639054,0.0,0.040067670135058235,0.040188021403520985,8.319055270776866,8.294095653545895,4.0,0.39,0.0,0.3913462219242094,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/2c/31/2c31314577b991e96f79b2643d3b7784.jpg,,,,2026-04-18,61,113.0,72.0,52.0,,86.16666666666667,80.79166666666667,8.0,2.0,/colorado-statistics-for-each-scratcher-game
15,3.0,414,50000,3.74,,Yes,Yes,"March 30, 2026",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/30x-2921/,https://static.coloradolottery.com/media/cache/e5/00/e50008e9499fad649cabc19130833fd1.jpg,30X➞,385007,385007,3,3,https://static.coloradolottery.com/media/cache/e5/00/e50008e9499fad649cabc19130833fd1.jpg,1439926.1800000002,1439926.1800000002,1054919.1800000002,1054919.1800000002,479975.39333333337,479975.39333333337,0.0,3.74,-1.250064083144194e-07,10.27,10.270000784554266,0.0,0.2673797125685626,0.2673797125685626,0.0,0.09737097600848932,0.09737097600848932,0.0,0.048657452717852386,0.014952573882866143,6.850490185207323,22.289162044060838,12.0,0.36,0.0,0.3626063654197045,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/e5/00/e50008e9499fad649cabc19130833fd1.jpg,,,,2026-04-18,19,99.33333333333333,126.66666666666667,15.0,,83.33333333333333,81.08333333333333,11.0,5.0,/colorado-statistics-for-each-scratcher-game
16,5.0,323,140000,3.31,,Yes,Yes,"March 18, 2024",,"Sept. 11, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/bingo-tripler-2823/,https://static.coloradolottery.com/media/cache/88/d7/88d7f828c4fcd33ad67a9e5b1804f1cf.jpg,Bingo Tripler➞,2685156,2685156,8,8,https://static.coloradolottery.com/media/cache/88/d7/88d7f828c4fcd33ad67a9e5b1804f1cf.jpg,8887866.36,8887866.36,6202710.359999999,6202710.359999999,1110983.295,1110983.295,0.0,3.31,-4.0504659445226303e-08,7.37,7.374867651988622,0.0,0.3021148158624354,0.3021148158624354,0.0,0.13559565366984605,0.13559565366984605,0.0,0.022447169592775117,0.009576894764438385,14.849600014692339,34.804987925891105,8.0,0.38,0.0,0.38224968738277554,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/88/d7/88d7f828c4fcd33ad67a9e5b1804f1cf.jpg,,,,2026-04-18,761,133.16666666666666,132.5,39.5,,95.25,100.10416666666666,81.5,12.0,/colorado-statistics-for-each-scratcher-game
17,5.0,323,140000,3.31,,Yes,Yes,"March 18, 2024",,"Sept. 11, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/bingo-tripler-2823/,https://static.coloradolottery.com/media/cache/88/d7/88d7f828c4fcd33ad67a9e5b1804f1cf.jpg,Bingo Tripler➞,2685156,2685156,8,8,https://static.coloradolottery.com/media/cache/28/35/2835dee7ab26c2e38a4b92c4a41bd87a.jpg,8887866.36,8887866.36,6202710.359999999,6202710.359999999,1110983.295,1110983.295,0.0,3.31,-4.0504659445226303e-08,7.37,7.374867651988622,0.0,0.3021148158624354,0.3021148158624354,0.0,0.13559565366984605,0.13559565366984605,0.0,0.022447169592775117,0.009576894764438385,14.849600014692339,34.804987925891105,8.0,0.38,0.0,0.38224968738277554,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/28/35/2835dee7ab26c2e38a4b92c4a41bd87a.jpg,,,,2026-04-18,761,133.16666666666666,132.5,39.5,,95.25,100.10416666666666,81.5,12.0,/colorado-statistics-for-each-scratcher-game
18,5.0,323,140000,3.31,,Yes,Yes,"March 18, 2024",,"Sept. 11, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/bingo-tripler-2823/,https://static.coloradolottery.com/media/cache/88/d7/88d7f828c4fcd33ad67a9e5b1804f1cf.jpg,Bingo Tripler➞,2685156,2685156,8,8,https://static.coloradolottery.com/media/cache/88/d7/88d7f828c4fcd33ad67a9e5b1804f1cf.jpg,8887866.36,8887866.36,6202710.359999999,6202710.359999999,1110983.295,1110983.295,0.0,3.31,-4.0504659445226303e-08,7.37,7.374867651988622,0.0,0.3021148158624354,0.3021148158624354,0.0,0.13559565366984605,0.13559565366984605,0.0,0.022447169592775117,0.009576894764438385,14.849600014692339,34.804987925891105,8.0,0.38,0.0,0.38224968738277554,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/88/d7/88d7f828c4fcd33ad67a9e5b1804f1cf.jpg,,,,2026-04-18,761,133.16666666666666,132.5,39.5,,95.25,100.10416666666666,81.5,12.0,/colorado-statistics-for-each-scratcher-game
19,5.0,323,140000,3.31,,Yes,Yes,"March 18, 2024",,"Sept. 11, 2026",2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/bingo-tripler-2823/,https://static.coloradolottery.com/media/cache/88/d7/88d7f828c4fcd33ad67a9e5b1804f1cf.jpg,Bingo Tripler➞,2685156,2685156,8,8,https://static.coloradolottery.com/media/cache/28/35/2835dee7ab26c2e38a4b92c4a41bd87a.jpg,8887866.36,8887866.36,6202710.359999999,6202710.359999999,1110983.295,1110983.295,0.0,3.31,-4.0504659445226303e-08,7.37,7.374867651988622,0.0,0.3021148158624354,0.3021148158624354,0.0,0.13559565366984605,0.13559565366984605,0.0,0.022447169592775117,0.009576894764438385,14.849600014692339,34.804987925891105,8.0,0.38,0.0,0.38224968738277554,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/28/35/2835dee7ab26c2e38a4b92c4a41bd87a.jpg,,,,2026-04-18,761,133.16666666666666,132.5,39.5,,95.25,100.10416666666666,81.5,12.0,/colorado-statistics-for-each-scratcher-game
20,5.0,323,140000,3.31,,Yes,Yes,"Oct. 25, 2024",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/bingo-tripler-2824/,https://static.coloradolottery.com/media/cache/28/35/2835dee7ab26c2e38a4b92c4a41bd87a.jpg,Bingo Tripler➞,2685156,2685156,8,8,https://static.coloradolottery.com/media/cache/88/d7/88d7f828c4fcd33ad67a9e5b1804f1cf.jpg,8887866.36,8887866.36,6202710.359999999,6202710.359999999,1110983.295,1110983.295,0.0,3.31,-4.0504659445226303e-08,7.37,7.374867651988622,0.0,0.3021148158624354,0.3021148158624354,0.0,0.13559565366984605,0.13559565366984605,0.0,0.022447169592775117,0.009576894764438385,14.849600014692339,34.804987925891105,8.0,0.38,0.0,0.38224968738277554,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/88/d7/88d7f828c4fcd33ad67a9e5b1804f1cf.jpg,,,,2026-04-18,540,133.16666666666666,132.5,39.5,,95.25,100.10416666666666,81.5,12.0,/colorado-statistics-for-each-scratcher-game
21,5.0,323,140000,3.31,,Yes,Yes,"Oct. 25, 2024",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/bingo-tripler-2824/,https://static.coloradolottery.com/media/cache/28/35/2835dee7ab26c2e38a4b92c4a41bd87a.jpg,Bingo Tripler➞,2685156,2685156,8,8,https://static.coloradolottery.com/media/cache/28/35/2835dee7ab26c2e38a4b92c4a41bd87a.jpg,8887866.36,8887866.36,6202710.359999999,6202710.359999999,1110983.295,1110983.295,0.0,3.31,-4.0504659445226303e-08,7.37,7.374867651988622,0.0,0.3021148158624354,0.3021148158624354,0.0,0.13559565366984605,0.13559565366984605,0.0,0.022447169592775117,0.009576894764438385,14.849600014692339,34.804987925891105,8.0,0.38,0.0,0.38224968738277554,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/28/35/2835dee7ab26c2e38a4b92c4a41bd87a.jpg,,,,2026-04-18,540,133.16666666666666,132.5,39.5,,95.25,100.10416666666666,81.5,12.0,/colorado-statistics-for-each-scratcher-game
22,5.0,323,140000,3.31,,Yes,Yes,"Oct. 25, 2024",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/bingo-tripler-2824/,https://static.coloradolottery.com/media/cache/28/35/2835dee7ab26c2e38a4b92c4a41bd87a.jpg,Bingo Tripler➞,2685156,2685156,8,8,https://static.coloradolottery.com/media/cache/88/d7/88d7f828c4fcd33ad67a9e5b1804f1cf.jpg,8887866.36,8887866.36,6202710.359999999,6202710.359999999,1110983.295,1110983.295,0.0,3.31,-4.0504659445226303e-08,7.37,7.374867651988622,0.0,0.3021148158624354,0.3021148158624354,0.0,0.13559565366984605,0.13559565366984605,0.0,0.022447169592775117,0.009576894764438385,14.849600014692339,34.804987925891105,8.0,0.38,0.0,0.38224968738277554,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/88/d7/88d7f828c4fcd33ad67a9e5b1804f1cf.jpg,,,,2026-04-18,540,133.16666666666666,132.5,39.5,,95.25,100.10416666666666,81.5,12.0,/colorado-statistics-for-each-scratcher-game
23,5.0,323,140000,3.31,,Yes,Yes,"Oct. 25, 2024",,Not Set,2026-04-18,https://www.coloradolottery.com/en/games/scratch/game/bingo-tripler-2824/,https://static.coloradolottery.com/media/cache/28/35/2835dee7ab26c2e38a4b92c4a41bd87a.jpg,Bingo Tripler➞,2685156,2685156,8,8,https://static.coloradolottery.com/media/cache/28/35/2835dee7ab26c2e38a4b92c4a41bd87a.jpg,8887866.36,8887866.36,6202710.359999999,6202710.359999999,1110983.295,1110983.295,0.0,3.31,-4.0504659445226303e-08,7.37,7.374867651988622,0.0,0.3021148158624354,0.3021148158624354,0.0,0.13559565366984605,0.13559565366984605,0.0,0.022447169592775117,0.009576894764438385,14.849600014692339,34.804987925891105,8.0,0.38,0.0,0.38224968738277554,0.0,1.0,1.0,,https://static.coloradolottery.com/media/cache/28/35/2835dee7ab26c2e38a4b92c4a41bd87a.jpg,,,,2026-04-18,540,133.16666666666666,132.5,39.5,,95.25,100.10416666666666,81.5,12.0,/colorado-statistics-for-each-scratcher-game
