,price,gameName,gameNumber,topprize,overallodds,topprizestarting,topprizeremain,topprizeavail,extrachances,secondChance,startDate,endDate,lastdatetoclaim,gamePhoto,dateexported,gameURL
89,2,PAYDAY Multiplier,845,30000,4.65,2,2,,,,"May 15, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY845CV-V7.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game89
90,10,Payout Party,831,225000,3.35,1,1,,,,"December 2, 2021",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/250_payoutparty.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game90
91,5,Pink Diamond,903,100000,3.63,1,1,,,,"August 31, 2023","October 31, 2025","April 30, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY903CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game91
92,10,Power 10's,806,210000,3.48,1,1,,,,"May 12, 2022",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Power_10s_806.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game92
93,5,Power Shot,833,80000,3.58,1,1,,,,"February 17, 2022",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY833-833.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game93
94,10,Precious 7's,554,177000,3.28,0,0,Top Prize Claimed,,,"August 31, 2023","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Precious-7s-Cropped.png,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game94
95,1,Precious Metals Copper,880,2000,4.79,1,1,,,,"June 15, 2023","October 31, 2025","April 30, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY880CV-V7.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game95
96,2,Precious Metals Silver,888,20000,4.66,0,0,Top Prize Claimed,,,"June 15, 2023","October 31, 2025","April 30, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY888CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game96
97,20,Precious Metals Titanium,891,500000,2.96,0,0,Top Prize Claimed,,,"June 15, 2023",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY891CV_v8.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game97
98,10,Red Cherry Tripler,925,150000,3.20,0,0,Top Prize Claimed,,,"February 15, 2024","September 30, 2025","March 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY925CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game98
99,5,Ring Of Fire,949,100000,3.51,0,0,Top Prize Claimed,,,"August 29, 2024","September 30, 2025","March 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY949-CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game99
100,10,Six Figures,894,200000,3.19,1,1,,,,"July 20, 2023","September 30, 2025","March 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY894CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game100
101,5,Stocking Stuffer,958,100000,3.31,2,2,,,,"November 7, 2024","October 31, 2025","April 30, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Stocking-Stuffer.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game101
102,10,The Big $10 Ticket,940,210000,2.99,0,0,Top Prize Claimed,,,"June 13, 2024","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/The-Big-$10-Ticket.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game102
103,3,The Cash Wheel,829,25000,3.69,0,0,Top Prize Claimed,,,"January 6, 2022","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY829CV_v6.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game103
104,5,The Price Is Right™,931,75000,3.16,0,0,Top Prize Claimed,,,"June 13, 2024","October 31, 2025","April 30, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY931CV-V17.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game104
105,3,Treasure Hunt,803,25000,3.70,0,0,Top Prize Claimed,,,"June 15, 2023","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY803CVV3.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game105
106,10,Triple Jackpot,746,200000,3.45,3,3,,,,"March 31, 2022",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/TripleJackpot_746.png,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game106
107,2,Triple Play,821,15000,4.67,0,0,Top Prize Claimed,,,"June 13, 2024","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY821CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game107
108,10,Turtle,986,200000,2.98,1,1,,,,"May 15, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY986CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game108
109,2,Twelve Elves,962,10000,3.29,0,0,Top Prize Claimed,,,"November 7, 2024","September 30, 2025","March 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Twelve-Elves-962-CV.png,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game109
110,5,Waves of Cash,984,100000,3.41,3,3,,,,"February 20, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY984CV_v6.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game110
111,20,When It's Gold Outside,915,500000,2.96,0,0,Top Prize Claimed,,,"December 7, 2023","August 31, 2025","February 28, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY915CV_v9.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game111
112,1,Wild 8's,696,8000,4.65,35,35,,,,"June 19, 2020",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY696.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game112
113,10,Wild Cash 100X,990,250000,3.42,2,2,,,,"June 26, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY990CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game113
114,20,Wild Cash 200X,989,1500000,3.49,3,3,,,,"June 26, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY989CV_v6.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game114
115,2,Wild Cash 20X,993,25000,4.79,4,4,,,,"June 26, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY993CV_v4.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game115
116,30,Wild Cash 300X,988,3500000,3.76,2,2,,,,"May 15, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY988CV_v9.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game116
117,3,Wild Cash 30X,992,30000,3.49,4,4,,,,"June 26, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY992CV_v7.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game117
118,5,Wild Cash 50X,991,175000,3.68,4,4,,,,"June 26, 2025",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY991CV_v5.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game118
119,5,Wild Cash Multiplier,883,90000,3.65,0,0,Top Prize Claimed,,,"March 30, 2023",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY883CV-V5.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game119
120,5,Wild Luck HD,850,50000,3.59,1,1,,,,"July 14, 2022","October 31, 2025","April 30, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/ezgif.com-gif-maker-2.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game120
121,20,Wild Numbers 100X,870,500000,3.70,1,1,,,,"January 5, 2023",TBD,TBD,https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY870CV.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game121
122,10,"Win $50, $100, or $500",959,500,9.75,260,260,,,,"November 7, 2024","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Purple-and-Green-$50-$100-$500.gif,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game122
123,10,Winter Cash,963,25000/year for 10 years,2.98,0,0,Top Prize Claimed,,,"November 7, 2024","September 30, 2025","March 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/Winter-Cash-963CV_v6.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game123
124,3,Word Games,929,23000,3.32,0,0,Top Prize Claimed,,,"March 28, 2024","July 31, 2025","January 31, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY929CV_v7.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game124
125,5,X's & O's,976,50000,3.42,0,0,Top Prize Claimed,,,"February 20, 2025","October 31, 2025","April 30, 2026",https://www.kylottery.com/export/kylmod/galleries/images/KYLottery_ScratchOffs/KY976-CV-A.jpg,07/01/2025,https://www.kylottery.com/apps/scratch_offs/prizes_remaining.html#game125
